chart_types	6
consultations	300
consultation_documents	0
custom_groups	0
custom_group_indicators	0
parameter_chart_allowed	47
parameter_reference	31
patients	30
patient_alert_threshold	0
patient_data	166338415
professions	20
rooms	20
users	15
user_parameter_chart_pref	38
user_parameter_order	110
view_consultations	300
view_latest_patient_data	930
view_patient_indicator_status	930
