W1_HEAD_100K	1.00000000000000000000000000000000000000	100000.00000000000000000000000000000000000000	100000	214226905806084
W2_MID_100K	86158646.00000000000000000000000000000000000000	86258645.00000000000000000000000000000000000000	98065	210550869549586
W3_TAIL_100K	172317293.00000000000000000000000000000000000000	172417292.00000000000000000000000000000000000000	95350	205079784751794
