VT_m	2000	170498939	172416599	4342983177210
FiO2_m	2000	170498927	172416587	4257374320778
GCS	2000	170498943	172416603	4366182306958
Gly	2000	170498922	172416582	4289492309582
FR_m	2000	170498929	172416589	4343598031063
