dashboard	1	0.339200
dashboard	2	0.176234
dashboard	3	0.217235
dashboard	4	0.134300
dashboard	5	0.132569
dashboard	6	0.135695
dashboard	7	0.133836
dashboard	8	0.243651
dashboard	9	0.190546
dashboard	10	0.125952
dashboard	11	0.126736
dashboard	12	0.130680
monitoring	1	0.010405
monitoring	2	0.011362
monitoring	3	0.010395
monitoring	4	0.009357
monitoring	5	0.011009
monitoring	6	0.013367
monitoring	7	0.010127
monitoring	8	0.012031
monitoring	9	0.010258
monitoring	10	0.012982
monitoring	11	0.010422
monitoring	12	0.014191
api_history_tail	1	0.023293
api_history_tail	2	0.005421
api_history_tail	3	0.004963
api_history_tail	4	0.006235
api_history_tail	5	0.004317
api_history_tail	6	0.005116
api_history_tail	7	0.005313
api_history_tail	8	0.003753
api_history_tail	9	0.003699
api_history_tail	10	0.003339
api_history_tail	11	0.003747
api_history_tail	12	0.003163
api_history_tail	13	0.004208
api_history_tail	14	0.004683
api_history_tail	15	0.002866
api_history_tail	16	0.003331
api_history_tail	17	0.003398
api_history_tail	18	0.003774
api_history_tail	19	0.005509
api_history_tail	20	0.004201
api_history_chunk	1	0.079217
api_history_chunk	2	0.025125
api_history_chunk	3	0.022585
api_history_chunk	4	0.022709
api_history_chunk	5	0.023711
api_history_chunk	6	0.021225
api_history_chunk	7	0.022791
api_history_chunk	8	0.019897
api_history_chunk	9	0.020399
api_history_chunk	10	0.019909
api_history_chunk	11	0.020638
api_history_chunk	12	0.026831
api_history_chunk	13	0.020343
api_history_chunk	14	0.021056
api_history_chunk	15	0.023517
api_history_chunk	16	0.024557
api_history_chunk	17	0.023085
api_history_chunk	18	0.024205
api_history_chunk	19	0.041881
api_history_chunk	20	0.024265
api_history_meta	1	0.070388
api_history_meta	2	0.040141
api_history_meta	3	0.039256
api_history_meta	4	0.038847
api_history_meta	5	0.038877
api_history_meta	6	0.039635
api_history_meta	7	0.038983
api_history_meta	8	0.038896
api_history_meta	9	0.040045
api_history_meta	10	0.039105
api_history_meta	11	0.039129
api_history_meta	12	0.039288
api_history_meta	13	0.038913
api_history_meta	14	0.040325
api_history_meta	15	0.065762
api_history_meta	16	0.068955
api_history_meta	17	0.063056
api_history_meta	18	0.050279
api_history_meta	19	0.039680
api_history_meta	20	0.040336
api_alerts	1	0.004029
api_alerts	2	0.003558
api_alerts	3	0.003627
api_alerts	4	0.003454
api_alerts	5	0.003374
api_alerts	6	0.003118
api_alerts	7	0.003769
api_alerts	8	0.003657
api_alerts	9	0.003768
api_alerts	10	0.003738
api_alerts	11	0.004076
api_alerts	12	0.003518
api_alerts	13	0.003342
api_alerts	14	0.003631
api_alerts	15	0.003398
api_alerts	16	0.003745
api_alerts	17	0.003869
api_alerts	18	0.003260
api_alerts	19	0.003574
api_alerts	20	0.003705
api_stream_first_event	1	1.017729
api_stream_first_event	2	1.031182
api_stream_first_event	3	1.025641
api_stream_first_event	4	1.021859
api_stream_first_event	5	1.030592
api_stream_first_event	6	1.032380
api_stream_first_event	7	1.030622
api_stream_first_event	8	1.035175
api_stream_first_event	9	1.018673
api_stream_first_event	10	1.031584
